ISSN,Title,Business Model,USD,EUR,GBP,JPY,ASJC Code(S)
0143-8166,Optics and Lasers in Engineering,Hybrid,3860.00,"3,520","3,090","467,100",No Match
0030-4018,Optics Communications,Hybrid,2440.00,"2,230","1,950","295,260",No Match
0030-4026,Optik,Hybrid,2570.00,"2,340","2,060","311,000",No Match
2214-5419,Oral and Maxillofacial Surgery Cases,Open access,1090.00,990,870,"131,900",No Match
1368-8375,Oral Oncology,Hybrid,4510.00,"4,110","3,610","545,760",No Match
2212-4403,"Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology",Hybrid,3560.00,"3,250","2,850","430,800",No Match
0030-4387,Orbis,Hybrid,1930.00,"1,760","1,550","233,550",No Match
2666-2612,Ore and Energy Resource Geology,Hybrid,1650.00,"1,500","1,320","199,670",No Match
0169-1368,Ore Geology Reviews,Open access,2900.00,"2,650","2,320","350,930",No Match
1566-1199,Organic Electronics,Hybrid,3540.00,"3,230","2,830","428,380",No Match
0146-6380,Organic Geochemistry,Hybrid,3170.00,"2,890","2,540","383,600",No Match
0749-5978,Organizational Behavior and Human Decision Processes,Hybrid,3350.00,"3,060","2,680","405,380",No Match
0090-2616,Organizational Dynamics,Hybrid,2660.00,"2,430","2,130","321,890",No Match
2666-1020,Organs-on-a-Chip,Open access,1900.00,"1,730","1,520","229,920",No Match
1877-0568,Orthopaedics & Traumatology: Surgery & Research,Hybrid,3590.00,"3,270","2,870","434,430",No Match
2666-769X,Orthoplastic Surgery,Open access,1700.00,"1,550","1,360","205,720",No Match
1063-4584,Osteoarthritis and Cartilage,Hybrid,2590.00,"2,360","2,070","313,420",No Match
2665-9131,Osteoarthritis and Cartilage Open,Open access,1610.00,"1,470","1,290","194,830",No Match
1615-9071,Osteopathische Medizin,Hybrid,2440.00,"2,230","1,950","295,260",No Match
2405-5255,Osteoporosis and Sarcopenia,Subsidised,**,**,**,**,No Match
2468-5488,Otolaryngology Case Reports,Open access,1150.00,"1,050",920,"139,160",No Match
0927-538X,Pacific-Basin Finance Journal,Hybrid,3000.00,"2,740","2,400","363,030",No Match
1526-0542,Paediatric Respiratory Reviews,Hybrid,4790.00,"4,370","3,830","579,640",No Match
1524-9042,Pain Management Nursing,Hybrid,3350.00,"3,060","2,680","405,380",No Match
0031-0182,"Palaeogeography, Palaeoclimatology, Palaeoecology",Hybrid,3110.00,"2,840","2,490","376,340",No Match
1871-174X,Palaeoworld,Hybrid,3000.00,"2,740","2,400","363,030",No Match
1424-3903,Pancreatology,Hybrid,4000.00,"3,650","3,200","484,040",No Match
1056-8190,Papers in Regional Science,Open access,2740.00,"2,500","2,190","331,570",No Match
0167-8191,Parallel Computing,Hybrid,2790.00,"2,540","2,230","337,620",No Match
2405-6731,Parasite Epidemiology and Control,Open access,1800.00,"1,640","1,440","217,820",No Match
1383-5769,Parasitology International,Hybrid,3270.00,"2,980","2,620","395,700",No Match
1353-8020,Parkinsonism & Related Disorders,Hybrid,3340.00,"3,050","2,670","404,170",No Match
2666-8181,Partial Differential Equations in Applied Mathematics,Open access,1430.00,"1,300","1,140","173,040",No Match
1674-2001,Particuology,Hybrid,3090.00,"2,820","2,470","373,920",No Match
0031-3025,Pathology,Hybrid,3200.00,"2,920","2,560","387,230",No Match
0344-0338,Pathology - Research and Practice,Hybrid,2570.00,"2,340","2,060","311,000",No Match
0738-3991,Patient Education and Counseling,Hybrid,3620.00,"3,300","2,900","438,060",No Match
0031-3203,Pattern Recognition,Hybrid,2510.00,"2,290","2,010","303,740",No Match
0167-8655,Pattern Recognition Letters,Hybrid,2430.00,"2,220","1,950","294,050",No Match
2666-3899,Patterns,Open access,4900.00,"4,380","3,920","592,950",No Match
2950-6425,Peace and Sustainability,Hybrid,3200.00,"2,920","2,560","387,230",No Match
2772-6282,PEC Innovation,Open access,1740.00,"1,590","1,390","210,560",No Match
0917-2394,Pediatric Dental Journal,Hybrid,2550.00,"2,330","2,040","308,580",No Match
2468-1245,Pediatric Hematology Oncology Journal,Open access,600.00,550,480,"72,610",No Match
0887-8994,Pediatric Neurology,Hybrid,3260.00,"2,970","2,610","394,490",No Match
1875-9572,Pediatrics & Neonatology,Subsidised,**,**,**,**,No Match
0031-4056,Pedobiologia,Hybrid,3060.00,"2,790","2,450","370,290",No Match
0196-9781,Peptides,Hybrid,3600.00,"3,280","2,880","435,640",No Match
2588-932X,Perfectionnement en Pédiatrie,Hybrid,2500.00,"2,280","2,000","302,530",No Match
2211-2669,Performance Enhancement & Health,Hybrid,3380.00,"3,080","2,710","409,010",No Match
0166-5316,Performance Evaluation,Hybrid,2470.00,"2,250","1,980","298,890",No Match
2405-6030,Perioperative Care and Operating Room Management,Hybrid,2640.00,"2,440","2,140","319,470",No Match
0191-8869,Personality and Individual Differences,Hybrid,3690.00,"3,370","2,950","446,530",No Match
2468-1717,Personalized Medicine in Psychiatry,Hybrid,2600.00,"2,370","2,080","314,630",No Match
2950-2675,Perspectives in Architecture and Urbanism,Subsidised,**,**,**,**,No Match
2530-0644,Perspectives in Ecology and Conservation,Subsidised,**,**,**,**,No Match
1433-8319,"Perspectives in Plant Ecology, Evolution and Systematics",Hybrid,3470.00,"3,160","2,780","419,900",No Match
1574-1192,Pervasive and Mobile Computing,Hybrid,2510.00,"2,290","2,010","303,740",No Match
0048-3575,Pesticide Biochemistry and Physiology,Hybrid,4220.00,"3,850","3,380","510,660",No Match
2405-6561,Petroleum,Subsidised,**,**,**,**,No Match
1876-3804,Petroleum Exploration and Development,Subsidised,**,**,**,**,No Match
2096-2495,Petroleum Research,Subsidised,**,**,**,**,No Match
1995-8226,Petroleum Science,Subsidised,**,**,**,**,No Match
2773-2169,Pharmaceutical Science Advances,Open access,2000.00,"1,820","1,600","242,020",No Match
2950-2667,Pharmacoeconomics and Policy,Subsidised,**,**,**,**,No Match
1043-6618,Pharmacological Research,Open access,4030.00,"3,680","3,230","487,670",No Match
2667-1425,Pharmacological Research - Modern Chinese Medicine,Open access,1510.00,"1,380","1,210","182,730",No Match
2950-1997,Pharmacological Research - Natural Products,Hybrid,2000.00,"1,820","1,600","242,020",No Match
2950-2004,Pharmacological Research - Reports,Hybrid,2000.00,"1,820","1,600","242,020",No Match
0031-6997,Pharmacological Reviews,Hybrid,4500.00,"4,100","3,600","544,550",No Match
0163-7258,Pharmacology & Therapeutics,Hybrid,5310.00,"4,840","4,250","642,560",No Match
0091-3057,Pharmacology Biochemistry and Behavior,Hybrid,3530.00,"3,220","2,830","427,170",No Match
2213-4344,PharmaNutrition,Hybrid,3150.00,"2,870","2,520","381,180",No Match
2213-5979,Photoacoustics,Open access,3120.00,"2,850","2,500","377,550",No Match
1572-1000,Photodiagnosis and Photodynamic Therapy,Open access,2540.00,"2,320","2,030","307,370",No Match
1569-4410,Photonics and Nanostructures - Fundamentals and Applications,Hybrid,2660.00,"2,430","2,130","321,890",No Match
0378-4371,Physica A: Statistical Mechanics and its Applications,Hybrid,3450.00,"3,150","2,760","417,480",No Match
0921-4526,Physica B: Condensed Matter,Hybrid,3160.00,"2,880","2,530","382,390",No Match
0921-4534,Physica C: Superconductivity and its Applications,Hybrid,2290.00,"2,090","1,830","277,110",No Match
0167-2789,Physica D: Nonlinear Phenomena,Hybrid,3530.00,"3,220","2,830","427,170",No Match
1386-9477,Physica E: Low-dimensional Systems and Nanostructures,Hybrid,3480.00,"3,170","2,790","421,110",No Match
1120-1797,Physica Medica,Hybrid,2780.00,"2,540","2,230","336,410",No Match
1874-4907,Physical Communication,Hybrid,2320.00,"2,120","1,860","280,740",No Match
1466-853X,Physical Therapy in Sport,Hybrid,2900.00,"2,650","2,320","350,930",No Match
1474-7065,"Physics and Chemistry of the Earth, Parts A/B/C",Hybrid,2820.00,"2,570","2,260","341,250",No Match
2405-6316,Physics and Imaging in Radiation Oncology,Open access,1780.00,"1,620","1,430","215,400",No Match
0375-9601,Physics Letters A,Hybrid,2090.00,"1,910","1,670","252,910",No Match
0370-2693,Physics Letters B,Open access,**,**,**,**,No Match
1571-0645,Physics of Life Reviews,Hybrid,4580.00,"4,180","3,670","554,230",No Match
2212-6864,Physics of the Dark Universe,Hybrid,3240.00,"2,960","2,590","392,070",No Match
0031-9201,Physics of The Earth and Planetary Interiors,Hybrid,3190.00,"2,910","2,550","386,020",No Match
2666-0326,Physics Open,Open access,1660.00,"1,510","1,330","200,880",No Match
0370-1573,Physics Reports,Hybrid,5520.00,"5,030","4,420","667,980",No Match
0885-5765,Physiological and Molecular Plant Pathology,Hybrid,3450.00,"3,150","2,760","417,480",No Match
0031-9384,Physiology & Behavior,Hybrid,3270.00,"2,980","2,620","395,700",No Match
0031-9406,Physiotherapy,Hybrid,3480.00,"3,170","2,790","421,110",No Match
0031-9422,Phytochemistry,Hybrid,4150.00,"3,790","3,320","502,190",No Match
1874-3900,Phytochemistry Letters,Hybrid,3520.00,"3,210","2,820","425,960",No Match
0944-7113,Phytomedicine,Hybrid,3520.00,"3,210","2,820","425,960",No Match
2667-0313,Phytomedicine Plus,Open access,1550.00,"1,410","1,240","187,570",No Match
0213-9251,Piel,Hybrid,2030.00,"1,850","1,630","245,650",No Match
0143-4004,Placenta,Hybrid,3610.00,"3,290","2,890","436,850",No Match
0032-0633,Planetary and Space Science,Hybrid,3450.00,"3,150","2,760","417,480",No Match
2590-3462,Plant Communications,Open access,2750.00,"2,460","2,200","332,780",No Match
2468-2659,Plant Diversity,Subsidised,**,**,**,**,No Match
2352-4073,Plant Gene,Hybrid,3390.00,"3,090","2,710","410,220",No Match
2773-1111,Plant Nano Biology,Open access,2320.00,"2,120","1,860","280,740",No Match
0981-9428,Plant Physiology and Biochemistry,Hybrid,3870.00,"3,530","3,100","468,310",No Match
0168-9452,Plant Science,Hybrid,3650.00,"3,330","2,920","441,690",No Match
2667-064X,Plant Stress,Open access,1960.00,"1,790","1,570","237,180",No Match
0147-619X,Plasmid,Hybrid,2780.00,"2,540","2,230","336,410",No Match
0304-422X,Poetics,Hybrid,3230.00,"2,950","2,590","390,860",No Match
1873-9652,Polar Science,Hybrid,2570.00,"2,340","2,060","311,000",No Match
0962-6298,Political Geography,Hybrid,3280.00,"2,990","2,630","396,910",No Match
2772-9990,Political Geography Open Research,Open access,2000.00,"1,820","1,600","242,020",No Match
0277-5387,Polyhedron,Hybrid,3510.00,"3,200","2,810","424,750",No Match
0032-3861,Polymer,Hybrid,3860.00,"3,520","3,090","467,100",No Match
0141-3910,Polymer Degradation and Stability,Hybrid,4020.00,"3,670","3,220","486,460",No Match
0142-9418,Polymer Testing,Open access,2860.00,"2,610","2,290","346,090",No Match
0925-5214,Postharvest Biology and Technology,Hybrid,4160.00,"3,790","3,330","503,400",No Match
0032-5791,Poultry Science,Open access,2300.00,"2,100","1,840","278,320",No Match
0032-5910,Powder Technology,Hybrid,4360.00,"3,980","3,490","527,600",No Match
2772-3704,Power Electronic Devices and Components,Open access,1550.00,"1,410","1,240","187,570",No Match
2352-5517,Practical Laboratory Medicine,Open access,2410.00,"2,200","1,930","291,630",No Match
1879-8500,Practical Radiation Oncology,Hybrid,2700.00,"2,460","2,160","326,730",No Match
1878-7762,Pratique Neurologique - FMC,Hybrid,1870.00,"1,710","1,500","226,290",No Match
1269-1763,Pratiques Psychologiques,Hybrid,1450.00,"1,320","1,160","175,460",No Match
0301-9268,Precambrian Research,Hybrid,3380.00,"3,080","2,710","409,010",No Match
0141-6359,Precision Engineering,Hybrid,3340.00,"3,050","2,670","404,170",No Match
2950-5232,Precision Medication,Subsidised,**,**,**,**,No Match
2950-4821,Precision Medicine and Engineering,Open access,2200.00,"2,010","1,760","266,220",No Match
2210-7789,Pregnancy Hypertension,Hybrid,3150.00,"2,870","2,520","381,180",No Match
0091-7435,Preventive Medicine,Hybrid,3500.00,"3,190","2,800","423,540",No Match
2211-3355,Preventive Medicine Reports,Open access,2540.00,"2,320","2,030","307,370",No Match
0167-5877,Preventive Veterinary Medicine,Hybrid,3180.00,"2,900","2,550","384,810",No Match
1751-9918,Primary Care Diabetes,Hybrid,3150.00,"2,870","2,520","381,180",No Match
0266-8920,Probabilistic Engineering Mechanics,Hybrid,3270.00,"2,980","2,620","395,700",No Match
2212-8271,Procedia CIRP,Subsidised,**,**,**,**,No Match
1877-0509,Procedia Computer Science,Subsidised,**,**,**,**,No Match
2452-3216,Procedia Structural Integrity,Subsidised,**,**,**,**,No Match
1540-7489,Proceedings of the Combustion Institute,Hybrid,2980.00,"2,720","2,390","360,610",No Match
0016-7878,Proceedings of the Geologists’ Association,Hybrid,3300.00,"3,010","2,640","399,330",No Match
1359-5113,Process Biochemistry,Hybrid,3850.00,"3,510","3,080","465,890",No Match
0957-5820,Process Safety and Environmental Protection,Hybrid,3450.00,"3,150","2,760","417,480",No Match
0376-0421,Progress in Aerospace Sciences,Hybrid,5430.00,"4,950","4,350","657,080",No Match
0079-6107,Progress in Biophysics and Molecular Biology,Hybrid,3770.00,"3,440","3,020","456,210",No Match
0033-0620,Progress in Cardiovascular Diseases,Hybrid,3920.00,"3,580","3,140","474,360",No Match
2590-0617,Progress in Disaster Science,Open access,2070.00,"1,890","1,660","250,490",No Match
2949-6942,Progress in Economic Geography,Hybrid,2400.00,"2,190","1,920","290,420",No Match
0360-1285,Progress in Energy and Combustion Science,Hybrid,6490.00,"5,920","5,200","785,350",No Match
2950-4252,Progress in Engineering Science,Hybrid,2500.00,"2,280","2,000","302,530",No Match
0163-7827,Progress in Lipid Research,Hybrid,5270.00,"4,810","4,220","637,720",No Match
0079-6425,Progress in Materials Science,Hybrid,5860.00,"5,340","4,690","709,120",No Match
1002-0071,Progress in Natural Science: Materials International,Hybrid,2790.00,"2,540","2,230","337,620",No Match
0278-5846,Progress in Neuro-Psychopharmacology and Biological Psychiatry,Hybrid,4060.00,"3,700","3,250","491,300",No Match
0301-0082,Progress in Neurobiology,Hybrid,5040.00,"4,600","4,030","609,890",No Match
0149-1970,Progress in Nuclear Energy,Hybrid,2740.00,"2,500","2,190","331,570",No Match
0079-6565,Progress in Nuclear Magnetic Resonance Spectroscopy,Hybrid,4050.00,"3,690","3,240","490,090",No Match
0079-6611,Progress in Oceanography,Hybrid,3460.00,"3,160","2,770","418,690",No Match
0300-9440,Progress in Organic Coatings,Hybrid,4110.00,"3,750","3,290","497,350",No Match
0146-6410,Progress in Particle and Nuclear Physics,Hybrid,4430.00,"4,040","3,550","536,070",No Match
1058-9813,Progress in Pediatric Cardiology,Hybrid,2360.00,"2,150","1,890","285,580",No Match
0305-9006,Progress in Planning,Hybrid,4250.00,"3,880","3,400","514,290",No Match
0079-6700,Progress in Polymer Science,Hybrid,6170.00,"5,630","4,940","746,630",No Match
0079-6727,Progress in Quantum Electronics,Hybrid,3970.00,"3,620","3,180","480,410",No Match
1350-9462,Progress in Retinal and Eye Research,Hybrid,6420.00,"5,860","5,140","776,880",No Match
0079-6816,Progress in Surface Science,Hybrid,4010.00,"3,660","3,210","485,250",No Match
2666-7215,Project Leadership and Society,Open access,2210.00,"2,020","1,770","267,430",No Match
2212-540X,Propulsion and Power Research,Subsidised,**,**,**,**,No Match
1098-8823,Prostaglandins & Other Lipid Mediators,Hybrid,3270.00,"2,980","2,620","395,700",No Match
0952-3278,"Prostaglandins, Leukotrienes and Essential Fatty Acids",Hybrid,3510.00,"3,200","2,810","424,750",No Match
2287-8882,Prostate International,Open access,1800.00,"1,640","1,440","217,820",No Match
1046-5928,Protein Expression and Purification,Hybrid,3440.00,"3,140","2,750","416,270",No Match
1434-4610,Protist,Hybrid,3140.00,"2,860","2,510","379,970",No Match
1134-5934,Psiquiatría Biológica,Hybrid,1550.00,"1,410","1,240","187,570",No Match
0165-1781,Psychiatry Research,Hybrid,3740.00,"3,410","2,990","452,580",No Match
2773-0212,Psychiatry Research Case Reports,Open access,930.00,850,740,"112,540",No Match
0925-4927,Psychiatry Research: Neuroimaging,Hybrid,3020.00,"2,750","2,420","365,450",No Match
1420-2530,Psychologie du Travail et des Organisations,Hybrid,1390.00,"1,270","1,110","168,200",No Match
1469-0292,Psychology of Sport and Exercise,Hybrid,3450.00,"3,150","2,760","417,480",No Match
0306-4530,Psychoneuroendocrinology,Hybrid,3650.00,"3,330","2,920","441,690",No Match
0033-3506,Public Health,Hybrid,2950.00,"2,690","2,360","356,980",No Match
2666-5352,Public Health in Practice,Open access,1700.00,"1,550","1,360","205,720",No Match
0363-8111,Public Relations Review,Hybrid,4310.00,"3,930","3,450","521,550",No Match
1094-5539,Pulmonary Pharmacology & Therapeutics,Hybrid,3560.00,"3,250","2,850","430,800",No Match
2531-0437,Pulmonology,Subsidised,**,**,**,**,No Match
3050-4910,Quantum Review Letters,Subsidised,**,**,**,**,No Match
2950-2365,Quaternary Environments and Humans,Open access,1700.00,"1,550","1,360","205,720",No Match
1871-1014,Quaternary Geochronology,Hybrid,3200.00,"2,920","2,560","387,230",No Match
1040-6182,Quaternary International,Hybrid,3400.00,"3,100","2,720","411,430",No Match
2666-0334,Quaternary Science Advances,Open access,1720.00,"1,570","1,380","208,140",No Match
0277-3791,Quaternary Science Reviews,Hybrid,3810.00,"3,480","3,050","461,050",No Match
1350-4487,Radiation Measurements,Hybrid,3580.00,"3,270","2,870","433,220",No Match
0969-806X,Radiation Physics and Chemistry,Hybrid,3360.00,"3,060","2,690","406,590",No Match
1078-8174,Radiography,Hybrid,2500.00,"2,280","2,000","302,530",No Match
1930-0433,Radiology Case Reports,Open access,550.00,500,440,"66,560",No Match
0033-8338,Radiología,Hybrid,2500.00,"2,280","2,000","302,530",No Match
2173-5107,Radiología (English Edition),Hybrid,**,**,**,**,No Match
0167-8140,Radiotherapy and Oncology,Hybrid,3430.00,"3,130","2,750","415,060",No Match
1550-7424,Rangeland Ecology & Management,Hybrid,2730.00,"2,490","2,190","330,360",No Match
0190-0528,Rangelands,Hybrid,1500.00,"1,370","1,200","181,520",No Match
2950-0087,Rare,Open access,1700.00,"1,550","1,360","205,720",No Match
1381-5148,Reactive and Functional Polymers,Hybrid,3810.00,"3,480","3,050","461,050",No Match
2605-1532,REC: CardioClinics,Hybrid,2030.00,"1,850","1,630","245,650",No Match
2773-1766,Redox Biochemistry and Chemistry,Open access,1500.00,"1,370","1,200","181,520",No Match
2213-2317,Redox Biology,Open access,4200.00,"3,830","3,360","508,240",No Match
2772-6231,"Redox in Muscle Physiology, Exercise, and Sport",Open access,1500.00,"1,370","1,200","181,520",No Match
2352-3204,Regenerative Therapy,Open access,1800.00,"1,640","1,440","217,820",No Match
0166-0462,Regional Science and Urban Economics,Hybrid,3490.00,"3,180","2,790","422,320",No Match
1757-7802,Regional Science Policy & Practice,Open access,1596.00,"1,460","1,280","211,770",No Match
2352-4855,Regional Studies in Marine Science,Hybrid,2900.00,"2,650","2,320","350,930",No Match
2666-660X,Regional Sustainability,Subsidised,**,**,**,**,No Match
0273-2300,Regulatory Toxicology and Pharmacology,Hybrid,3950.00,"3,600","3,160","477,990",No Match
0048-7120,Rehabilitación,Hybrid,2450.00,"2,230","1,960","296,470",No Match
0951-8320,Reliability Engineering & System Safety,Hybrid,4490.00,"4,100","3,590","543,330",No Match
2352-9385,Remote Sensing Applications: Society and Environment,Hybrid,2540.00,"2,320","2,030","307,370",No Match
0034-4257,Remote Sensing of Environment,Hybrid,4230.00,"3,860","3,390","511,870",No Match
1364-0321,Renewable and Sustainable Energy Reviews,Hybrid,5020.00,"4,580","4,020","607,470",No Match
2667-095X,Renewable and Sustainable Energy Transition,Open access,2480.00,"2,260","1,990","300,100",No Match
0960-1481,Renewable Energy,Hybrid,4160.00,"3,790","3,330","503,400",No Match
1755-0084,Renewable Energy Focus,Hybrid,1580.00,"1,440","1,260","191,200",No Match
2667-0712,Reproduction and Breeding,Subsidised,700.00,640,560,"84,710",No Match
1642-431X,Reproductive Biology,Hybrid,2750.00,"2,510","2,200","332,780",No Match
1472-6483,Reproductive BioMedicine Online,Hybrid,3140.00,"2,860","2,510","379,970",No Match
0890-6238,Reproductive Toxicology,Hybrid,3650.00,"3,330","2,920","441,690",No Match
2475-0379,Research and Practice in Thrombosis and Haemostasis,Open access,2250.00,"2,050","1,800","272,270",No Match
2097-1583,Research in Cold and Arid Regions,Subsidised,**,**,**,**,No Match
0891-4222,Research in Developmental Disabilities,Hybrid,3740.00,"3,410","2,990","452,580",No Match
2772-6525,Research in Diagnostic and Interventional Imaging,Open access,1530.00,"1,400","1,230","185,150",No Match
1090-9443,Research in Economics,Hybrid,2950.00,"2,690","2,360","356,980",No Match
2590-051X,Research in Globalization,Open access,1720.00,"1,570","1,380","208,140",No Match
0275-5319,Research in International Business and Finance,Hybrid,3540.00,"3,230","2,830","428,380",No Match
0923-2508,Research in Microbiology,Hybrid,2800.00,"2,550","2,240","338,830",No Match
0191-3085,Research in Organizational Behavior,Hybrid,2250.00,"2,050","1,800","272,270",No Match
1551-7411,Research in Social and Administrative Pharmacy,Hybrid,4550.00,"4,150","3,640","550,600",No Match
0276-5624,Research in Social Stratification and Mobility,Hybrid,3770.00,"3,440","3,020","456,210",No Match
2210-5395,Research in Transportation Business & Management,Hybrid,2500.00,"2,280","2,000","302,530",No Match
0739-8859,Research in Transportation Economics,Hybrid,2360.00,"2,150","1,890","285,580",No Match
0034-5288,Research in Veterinary Science,Hybrid,3180.00,"2,900","2,550","384,810",No Match
2772-7661,Research Methods in Applied Linguistics,Hybrid,1770.00,"1,610","1,420","214,190",No Match
0048-7333,Research Policy,Hybrid,4120.00,"3,760","3,300","498,560",No Match
2772-7416,Resilient Cities and Structures,Open access,1200.00,"1,090",960,"145,210",No Match
0928-7655,Resource and Energy Economics,Hybrid,3110.00,"2,840","2,490","376,340",No Match
2772-4433,Resources Chemicals and Materials,Subsidised,**,**,**,**,No Match
0301-4207,Resources Policy,Hybrid,3530.00,"3,220","2,830","427,170",No Match
0921-3449,"Resources, Conservation and Recycling",Hybrid,4660.00,"4,250","3,730","563,910",No Match
2667-3789,"Resources, Conservation & Recycling Advances",Open access,2230.00,"2,030","1,790","269,850",No Match
2666-9161,"Resources, Environment and Sustainability",Open access,2000.00,"1,820","1,600","242,020",No Match
2212-5345,Respiratory Investigation,Hybrid,3000.00,"2,740","2,400","363,030",No Match
0954-6111,Respiratory Medicine,Hybrid,3520.00,"3,210","2,820","425,960",No Match
2590-0412,Respiratory Medicine and Research,Hybrid,1670.00,"1,520","1,330","202,090",No Match
2213-0071,Respiratory Medicine Case Reports,Open access,1170.00,"1,070",940,"141,580",No Match
1569-9048,Respiratory Physiology & Neurobiology,Hybrid,3350.00,"3,060","2,680","405,380",No Match
2590-0374,Results in Applied Mathematics,Open access,1730.00,"1,580","1,380","209,350",No Match
2211-7156,Results in Chemistry,Open access,1650.00,"1,500","1,320","199,670",No Match
2666-7207,Results in Control and Optimization,Open access,1430.00,"1,300","1,140","173,040",No Match
2211-7148,Results in Earth Sciences,Open access,1000.00,910,800,"121,010",No Match
2590-1230,Results in Engineering,Open access,1650.00,"1,500","1,320","199,670",No Match
2666-2779,Results in Geochemistry,Open access,1000.00,910,800,"121,010",No Match
2666-8289,Results in Geophysical Sciences,Open access,1000.00,910,800,"121,010",No Match
2590-048X,Results in Materials,Open access,1490.00,"1,360","1,190","180,300",No Match
2666-9501,Results in Optics,Open access,1430.00,"1,300","1,140","173,040",No Match
2211-3797,Results in Physics,Open access,1870.00,"1,710","1,500","226,290",No Match
2666-8459,Results in Surfaces and Interfaces,Open access,1160.00,"1,060",930,"140,370",No Match
0300-9572,Resuscitation,Hybrid,4160.00,"3,790","3,330","503,400",No Match
2666-5204,Resuscitation Plus,Open access,2390.00,"2,180","1,910","289,210",No Match
1699-258X,Reumatología Clínica,Hybrid,2880.00,"2,630","2,310","348,510",No Match
2173-5743,Reumatología Clínica (English Edition),Hybrid,**,**,**,**,No Match
1094-2025,Review of Economic Dynamics,Hybrid,2940.00,"2,680","2,350","355,770",No Match
0034-6667,Review of Palaeobotany and Palynology,Hybrid,3080.00,"2,810","2,470","372,710",No Match
2405-4283,Reviews in Physics,Open access,2000.00,"1,820","1,600","242,020",No Match
0325-7541,Revista Argentina de Microbiología,Open access,1200.00,"1,090",960,"145,210",No Match
0014-2565,Revista Clínica Española,Hybrid,2730.00,"2,490","2,190","330,360",No Match
2254-8874,Revista Clínica Española (English Edition),Hybrid,2500.00,"2,280","2,000","302,530",No Match
0121-8123,Revista Colombiana de Reumatología,Hybrid,2380.00,"2,170","1,910","288,000",No Match
2444-4405,Revista Colombiana de Reumatología (English Edition),Hybrid,2380.00,"2,170","1,910","288,000",No Match
0375-0906,Revista de Gastroenterología de México,Open access,1200.00,"1,090",960,"145,210",No Match
2255-534X,Revista de Gastroenterología de México (English Edition),Open access,**,**,**,**,No Match
0214-4603,"Revista de Logopedia, Foniatría y Audiología",Hybrid,2890.00,"2,640","2,310","349,720",No Match
1136-1034,Revista de Psicodidáctica,Hybrid,3820.00,"3,480","3,060","462,260",No Match
2530-3805,Revista de Psicodidáctica (English ed.),Hybrid,3740.00,"3,410","2,990","452,580",No Match
0214-1582,Revista de Senología y Patología Mamaria,Hybrid,2250.00,"2,050","1,800","272,270",No Match
0034-9356,Revista Española de Anestesiología y Reanimación,Hybrid,2280.00,"2,080","1,830","275,900",No Match
2341-1929,Revista Española de Anestesiología y Reanimación (English Edition),Hybrid,2700.00,"2,460","2,160","326,730",No Match
0300-8932,Revista Española de Cardiología,Hybrid,3160.00,"2,880","2,530","382,390",No Match
1885-5857,Revista Española de Cardiología (English Edition),Hybrid,3160.00,"2,880","2,530","382,390",No Match
1888-4415,Revista Española de Cirugía Ortopédica y Traumatología,Open access,1370.00,"1,250","1,100","165,780",No Match
0211-139X,Revista Española de Geriatría y Gerontología,Hybrid,2740.00,"2,500","2,190","331,690",No Match
0377-4732,Revista Española de Medicina Legal,Hybrid,2830.00,"2,580","2,270","342,460",No Match
2253-654X,Revista Española de Medicina Nuclear e Imagen Molecular,Hybrid,3400.00,"3,100","2,720","411,430",No Match
2253-8089,Revista Española de Medicina Nuclear e Imagen Molecular (English Edition),Hybrid,3400.00,"3,100","2,720","411,430",No Match
1699-8855,Revista Española de Patología,Hybrid,2840.00,"2,590","2,270","343,670",No Match
1130-1406,Revista Iberoamericana de Micología,Hybrid,2500.00,"2,280","2,000","302,530",No Match
1887-8369,Revista Internacional de Acupuntura,Hybrid,1800.00,"1,640","1,440","217,820",No Match
1698-031X,Revista Internacional de Andrología,Hybrid,2500.00,"2,280","2,000","302,530",No Match
0716-8640,Revista Médica Clínica Las Condes,Subsidised,**,**,**,**,No Match
0870-2551,Revista Portuguesa de Cardiologia,Subsidised,**,**,**,**,No Match
1877-0517,Revue de Chirurgie Orthopédique et Traumatologique,Hybrid,2600.00,"2,370","2,080","314,630",No Match
0035-1598,Revue de Micropaléontologie,Hybrid,2350.00,"2,140","1,880","284,370",No Match
1169-8330,Revue du Rhumatisme,Hybrid,2290.00,"2,090","1,830","277,110",No Match
1877-0320,Revue Française d’Allergologie,Hybrid,1880.00,"1,710","1,510","227,500",No Match
0035-3787,Revue Neurologique,Hybrid,3420.00,"3,120","2,740","413,850",No Match
2452-2198,Rhizosphere,Hybrid,2970.00,"2,740","2,400","359,400",No Match
1672-6308,Rice Science,Subsidised,**,**,**,**,No Match
0921-8890,Robotics and Autonomous Systems,Hybrid,3050.00,"2,780","2,440","369,080",No Match
0736-5845,Robotics and Computer-Integrated Manufacturing,Hybrid,4410.00,"4,020","3,530","533,650",No Match
2773-2304,Rock Mechanics Bulletin,Subsidised,**,**,**,**,No Match
2093-7911,Safety and Health at Work,Open access,1750.00,"1,600","1,400","211,770",No Match
0925-7535,Safety Science,Hybrid,4040.00,"3,680","3,230","488,880",No Match
1637-4088,Sages-Femmes,Hybrid,2190.00,"2,000","1,750","265,010",No Match
